,Page_title,Subtitle,Lists,Context,List_tags
457,defining index or table of contents entries,to define index entries,"to change the text that appears in the index, type the text that you want in the entry box. the text that you type here does not replace the selected text in the document. <st> to add an index mark to similar words in your document, select apply to all similar texts . <st> to add the entries to a custom index, click the new user-defined index icon, enter the name of the index, and then click ok .",insert - table of contents and index - index entry,0
458,defining index or table of contents entries,to define index entries,"click in a word, or select the words in your document that you want to use as an index entry. <st> choose insert - table of contents and index - index entry , and do one of the following: to change the text that appears in the index, type the text that you want in the entry box. the text that you type here does not replace the selected text in the document. to add an index mark to similar words in your document, select apply to all similar texts . to add the entries to a custom index, click the new user-defined index icon, enter the name of the index, and then click ok .",,1
459,defining index or table of contents entries,to use a custom paragraph style as a table of contents entry,"choose tools - chapter numbering and click the numbering tab. <st> select the paragraph style that you want to include in your table of contents in the paragraph style box. <st> in the level list, click the hierarchical level that you want to apply the paragraph style to. <st> click ok . you can now apply the style to headings in your document and include them in your table of contents.","the best way to generate a table of contents is to apply the predefined heading paragraph styles, such as ""heading 1"", to the paragraphs that you want to include in your table of contents.",1
460,creating animated gif images,to create an animated gif:,click the apply object button to add a single object or a group of objects to the current animation frame. <st> click the apply objects individually button to create a separate animation frame for each of the selected objects.,do one of the following:,0
461,creating animated gif images,to create an animated gif:,"select an object or group of objects that you want to include in your animation and choose insert - animated image . <st> do one of the following: click the apply object button to add a single object or a group of objects to the current animation frame. click the apply objects individually button to create a separate animation frame for each of the selected objects. <st> in the animation group area, select bitmap object . use the animation timeline to specify the duration for displaying a frame and the number of times an animation sequence is presented (looping). <st> enter a frame number in the image number box (left box). <st> enter the number of seconds you want the frame to display in the duration box (middle box). <st> repeat the last two steps for each frame in your animation. you can preview your animation by using the controls to the left of the image number box. <st> select the number of times you want the animation sequence to repeat in the loop count box (right box). <st> select an alignment option for the objects in the alignment box. <st> click create .",,1
462,inserting graphics from libreoffice draw or impress,inserting graphics from libreoffice draw or impress,open the document where you want to insert the object. <st> open the draw or impress document containing the object that you want to copy. <st> hold down ctrl and click and hold the object for a moment. <st> drag to the document where you want to insert the object.,,1
463,pasting contents in special formats,pasting clipboard contents using a dialog,"transpose : swaps the rows and the columns of the cell range to be pasted. <st> link : pastes the cell range as a link. if the source file changes, the pasted cells change also. <st> the other options are explained in the help, when you call the paste special dialog from within libreoffice calc.",paste special,0
464,pasting contents in special formats,pasting clipboard contents using an icon menu,click the arrow next to the paste icon on the standard bar to open the menu. <st> select one of the options.,"setsystemspan(""swlnidm46450950238448"");",1
465,pasting contents in special formats,pasting clipboard contents using a dialog,choose edit - paste special . <st> select one of the options and click ok .,undo,1
466,defining different headers and footers,defining different headers and footers,"open a new text document. <st> choose view - styles and click the page styles icon in the styles sidebar deck. <st> right-click ""right page"" in the list of page styles and choose modify . <st> in the page styles dialog, click the header tab. <st> select header on and click the organizer tab. <st> in the next style box, select ""left page"". <st> click ok . <st> in the styles window, right-click ""left page"" in the list of page styles and choose modify . <st> in the page styles dialog, click the header tab. <st> select header on and click the organizer tab. <st> in the next style box, select ""right page"". <st> click ok . <st> double-click ""right page"" in the list of page styles to apply the style to the current page. <st> enter text or graphics in the header for the left page style. after the next page is added to your document, enter text or graphics in the header for the right page style.","for example, you can use page styles to define different headers for even and odd pages in a document.",1
467,creating new styles from selections,to create a new style from a manually formatted selection,"choose view - styles . <st> click the icon of the style category that you want to create. <st> click in the document where you want to copy the style from, for example, in a paragraph that you applied manual formatting to. <st> click the arrow next to the new style from selection icon and choose new style from selection from the submenu <st> type a name in the style name box. <st> click ok .",,1
468,creating new styles from selections,to create a new style by drag-and-drop,"choose view - styles . <st> click the icon of the style category that you want to create. <st> select at least one character, or object, in the style that you want to copy. for page and frame styles, select at least one character or object in the page or frame. <st> drag the character or object to the styles window and release. for paragraph and character styles, you can drag-and-drop onto the respective icon in the styles window. you do not need to open that style category in advance.",ok,1
469,user-defined functions,user-defined functions,you can define your own functions using the basic-ide. this method requires a basic knowledge of programming. <st> you can program functions as add-ins . this method requires an advanced knowledge of programming.,you can apply user-defined functions in libreoffice calc in the following ways:,0
470,user-defined functions,defining a function using libreoffice basic,"choose tools - macros - organize macros - libreoffice basic . <st> click the edit button. you will now see the basic ide. <st> enter the function code. in this example, we define a vol(a; b; c) function that calculates the volume of a rectangular solid with side lengths a , b and c : function vol(a, b, c) vol = abc end function <st> close the basic-ide window. your function is automatically saved in the default module and is now available. if you apply the function in a calc document that is to be used on another computer, you can copy the function to the calc document as described in the next section.",you can program functions as add-ins. this method requires an advanced knowledge of programming.,1
471,user-defined functions,copying a function to a document,"choose tools - macros - organize macros - libreoffice basic . <st> in the macro from field select my macros - standard - module1 and click edit . <st> in the basic-ide, select the source of your user-defined function and copy it to the clipboard. <st> close the basic-ide. <st> choose tools - macros - organize macros - libreoffice basic . <st> in the macro from field select (name of the calc document) - standard - module1 . click edit . <st> paste the clipboard contents in the basic-ide of the document.",if you want to copy the user-defined function to a calc document:,1
472,user-defined functions,applying a user-defined function in libreoffice calc,"open a calc document and enter numbers for the function parameters a , b , and c in cells a1, b1, and c1. <st> set the cursor in another cell and enter the following: =vol(a1;b1;c1) <st> the function is evaluated and you will see the result in the selected cell.",vol(a; b; c),1
473,referencing cells by drag-and-drop,referencing cells by drag-and-drop,"open the document that contains the source cells. <st> to set the source range as the range, select the cells and choose sheet - named ranges and expressions - define . save the source document, and do not close it. <st> open the sheet in which you want to insert something. <st> open the navigator . in the lower box of the navigator select the source file. <st> in the navigator, the source file object appears under ""range names"". <st> using the drag mode icon in navigator, choose whether you want the reference to be a hyperlink, link, or copy. <st> click the name under ""range names"" in the navigator, and drag into the cell of the current sheet where you want to insert the reference.","with the help of the navigator you can reference cells from one sheet to another sheet in the same document or in a different document. the cells can be inserted as a copy, link, or hyperlink. the range to be inserted must be defined with a name in the original file so that it can be inserted in the target file.",1
474,printing rows or columns on every page,printing rows or columns on every page,"choose format - print ranges - edit . the edit print ranges dialog appears. <st> click the icon at the far right of the rows to repeat area. the dialog shrinks so that you can see more of the sheet. <st> select the first two rows and, for this example, click cell a1 and drag to a2. in the shrunk dialog you will see 1:2. rows 1 and 2 are now rows to repeat. <st> click the icon at the far right of the rows to repeat area. the dialog is restored again. <st> if you also want column a as a column to repeat, click the icon at the far right of the columns to repeat area. <st> click column a (not in the column header). <st> click the icon again at the far right of the columns to repeat area.","as an example, if you want to print the top two rows of the sheet as well as the first column (a) on all pages, do the following:",1
475,turning extended tips on and off,to turn extended tips on and off:,"choose libreoffice - preferences tools - options setsystemspan(""swlnidm44972735058816""); - libreoffice - general , and check extended tips . a check mark indicates that the extended tips are activated.",extended tips,0
476,turning extended tips on and off,to turn extended tips on temporarily:,"press the shortcut keys shift+f1 to activate extended tips once. a question mark appears beside the mouse pointer. you can move this help mouse pointer over all controls, icons and menu commands to obtain a description of the command. the help mouse pointer is disabled the next time you click the mouse.",a check mark indicates that the extended tips are activated.,0
477,applying multiple operations,calculating with one formula and one variable,"to calculate the profit, first enter any number as the quantity (items sold) - in this example 2000. the profit is found from the formula profit=quantity  (selling price - direct costs) - fixed costs. enter this formula in b5. <st> in column d enter given annual sales, one below the other; for example, 500 to 5000, in steps of 500. <st> select the range d2:e11, and thus the values in column d and the empty cells alongside in column e. <st> choose data - multiple operations . <st> with the cursor in the formulas field, click cell b5. <st> set the cursor in the column input cell field and click cell b4. this means that b4, the quantity, is the variable in the formula, which is replaced by the selected column values. <st> close the dialog with ok . you see the profits for the different quantities in column e.",,1
478,applying multiple operations,calculating with several formulas simultaneously,"delete column e. <st> enter the following formula in c5: = b5  b4. you are now calculating the annual profit per item sold. <st> select the range d2:f11, thus three columns. <st> choose data - multiple operations . <st> with the cursor in the formulas field, select cells b5 thru c5. <st> set the cursor in the column input cell field and click cell b4. <st> close the dialog with ok . you will now see the profits in column e and the annual profit per item in column f.",ok,1
479,applying multiple operations,calculating with two variables,"select the range d1:h11. <st> choose data - multiple operations . <st> with the cursor in the formulas field, click cell b5. <st> set the cursor in the row input cell field and click cell b1. this means that b1, the selling price, is the horizontally entered variable (with the values 8, 10, 15 and 20). <st> set the cursor in the column input cell field and click in b4. this means that b4, the quantity, is the vertically entered variable. <st> close the dialog with ok. you see the profits for the different selling prices in the range e2:h11.","expand the table shown above. d2 thru d11 contain the numbers 500, 1000 and so on, up to 5000. in e1 through h1 enter the numbers 8, 10, 15 and 20.",1
480,naming cells,allowed names,"underline (_) <st> period (.) - allowed within a name, but not as first or last character <st> blank ( ) - allowed within a name, but not as first or last character, and not for a cell range",allowed special characters:,0
481,naming cells,naming cells and formulas,"press the enter key in order to accept the name from the tip. <st> if more than one name starts with the same characters, you can scroll forward through all the names using the ctrl + tab keys and backward using the shift + ctrl + tab keys.","if you type the name in a formula, after the first few characters entered you will see the entire name as a tip.",0
482,naming cells,naming cells and formulas,"select a cell or range of cells, then choose sheet - named ranges and expressions - define . the define names dialog appears. <st> type the name of the selected area in the name field. click add . the newly defined name appears in the list below. click ok to close the dialog.",define names,1
483,printing address labels,printing address labels,"choose file - new - labels to open the labels dialog. <st> on the labels tab page, select the format of the label sheets you want to print on. <st> choose the database and table from which to get the data. <st> select a database field of which you want to print the contents. click the button that shows a left arrow to insert the database field into the label text box. continue to select and insert database fields if you want more fields on every label. you can press enter to insert a new line, and you can type any character to insert fixed text. <st> optionally, if you want to type more text, apply formatting, or insert images and line art, you should enable synchronize contents on the options tab. if you enable this, once you leave the labels dialog box a small window opens with a synchronize button. now you only need to work on the first label on the labels document, then click the synchronize button to copy your work to every label of the document. <st> click new document . <st> when you see the label document, you might want to temporarily enable view - field names . this displays the fields in a more visible manner, so that you can arrange and edit label contents more easily. <st> you can save andor print the label document.",,1
484,using databases in libreoffice base,using databases in libreoffice base,spreadsheet files <st> text files <st> address book data,"the following database types are read-only types in libreoffice base. from within libreoffice base it is not possible to change the database structure or to edit, insert, and delete database records for these database types:",0
485,using databases in libreoffice base,using a database in libreoffice,"to create a new database file, choose file - new - database .",address book data,0
486,using databases in libreoffice base,using a database in libreoffice,"to open a database file, choose file - open . in the file type list box, select to view only ""database documents"". select a database document and click open .",,0
487,master documents and subdocuments,characteristics of master documents,"when you print a master document, the contents of all subdocuments, indexes, and any text that you entered are printed. <st> you can create a table of contents and index in the master document for all of the subdocuments. <st> styles that are used in subdocuments, such as new paragraph styles, are automatically imported into the master document. <st> when viewing the master document, styles that are already present in the master document take precedence over styles with the same name that are imported from subdocuments. <st> subdocuments never get changed by changes made to the master document.",libreoffice,0
488,changing the slide order,changing the slide order,"choose view - slide sorter , select one or more slides, and then drag the slides to another location. to select multiple slides, hold down shift and click on the slides. to create a copy of a selected slide, hold down ctrl while you drag. the mouse pointer changes to a plus sign. you can also drag a copy of a slide into another open libreoffice impress document. <st> choose view - outline , select a slide, and then drag the slide to another location. <st> choose view - normal or notes , select the slide preview on the slides pane , and then drag the slide preview to another location.",do one of the following:,0
489,filtering cell ranges,to apply a standard filter to a cell range,"click in a cell range. <st> choose data - filter - standard filter . <st> in the standard filter dialog, specify the filter options that you want. <st> click ok . the records that match the filter options that you specified are shown.",you can use several filters to filter cell ranges in spreadsheets. a standard filter uses the options that you specify to filter the data. an autofilter filters data according to a specific value or string. an advanced filter uses filter criteria from specified cells.,1
490,filtering cell ranges,to apply an autofilter to a cell range,"click in a cell range or a database range. if you want to apply multiple autofilters to the same sheet, you must first define database ranges, then apply the autofilters to the database ranges. <st> choose data - filter - autofilter . an arrow button is added to the head of each column in the database range. <st> click the arrow button in the column that contains the value or string that you want to set as the filter criteria. <st> select the value or string that you want to use as the filter criteria. the records that match the filter criteria that you selected are shown.",the records that match the filter options that you specified are shown.,1
491,filtering cell ranges,to remove a filter from a cell range,click in a filtered cell range. <st> choose data - filter - reset filter .,the records that match the filter criteria that you selected are shown.,1
492,freezing rows or columns as headers,freezing rows or columns as headers,"select the row below, or the column to the right of the row or column that you want to be in the frozen region. all rows above, or all columns to the left of the selection are frozen. to freeze both horizontally and vertically, select the cell that is below the row and to the right of the column that you want to freeze. <st> choose view - freeze cells - freeze rows and columns . to deactivate, choose view - freeze cells - freeze rows and columns again.","if you have long rows or columns of data that extend beyond the viewable area of the sheet, you can freeze some rows or columns, which allows you to see the frozen columns or rows as you scroll through the rest of the data.",1
493,applying goal seek,goal seek example,"place the cursor in the cell containing the interest i , and choose tools - goal seek . the goal seek dialog appears. <st> the correct cell is already entered in the field formula cell . <st> place the cursor in the field variable cell . in the sheet, click in the cell that contains the value to be changed, in this example it is the cell with the capital value c . <st> enter the expected result of the formula in the target value text box. in this example, the value is 15,000. click ok . <st> a dialog appears informing you that the goal seek was successful. click yes to enter the result in the cell with the variable value.",i,1
494,general shortcut keys in libreoffice,practical text input fields,"you can open a context menu, which contains some of the most often-used commands. <st> use the shortcut keys command ctrl setsystemspan(""swlnidm45484628152160""); +shift+s to open the special characters dialog to insert one or more special characters. <st> use command ctrl setsystemspan(""swlnidm45484628148976""); +a to select the entire text. use the right or left arrow key to remove the selection. <st> double-click a word to select it. <st> a triple-click in a text input field selects the entire field. a triple-click in a text document selects the current sentence. <st> use command ctrl setsystemspan(""swlnidm45484628143024""); +del to delete everything from the cursor position to the end of the word. <st> by using command ctrl setsystemspan(""swlnidm45484628140192""); and right or left arrow key, the cursor will jump from word to word; if you also hold down the shift key, one word after the other is selected. <st> insrt is used to switch between the insert mode and the overwrite mode and back again. <st> drag-and-drop can be used within and outside of a text box. <st> the command ctrl setsystemspan(""swlnidm45484628134144""); +z shortcut keys are used to undo modifications one step at a time; the text will then have the status it had before the first change.","setsystemspan(""swlnidm45484628158080"");",1
495,general shortcut keys in libreoffice,practical text input fields,"libreoffice has an autocomplete function which activates itself in some text and list boxes. for example, enter c:\a ~a setsystemspan(""swlnidm45484628130016""); into the url field and the autocomplete function displays the first file or first directory found on the c: drive in your home folder setsystemspan(""swlnidm45484628128656""); that starts with the letter ""a"". <st> use the down arrow key to scroll through the other files and directories. use the right arrow key to also display an existing subdirectory in the url field. quick autocomplete is available if you press the end key after entering part of the url. once you find the document or directory you want, press enter.","setsystemspan(""swlnidm45484628134144"");",0
496,inserting and editing footnotes or endnotes,to edit a footnote or endnote,the mouse pointer changes to a hand when you rest it over a footnote or endnote anchor in your document.,insert,0
497,inserting and editing footnotes or endnotes,to edit a footnote or endnote,"to edit the text of a footnote or endnote, click in the note, or click the anchor for the note in the text. <st> to change the format of a footnote, click in the footnote, press command+t f11 setsystemspan(""swlnidm45700178646768""); to open the styles window, right-click ""footnote"" in the list, and then choose modify . <st> to jump from the footnote or endnote text to the note anchor in the text, press pageup.",the mouse pointer changes to a hand when you rest it over a footnote or endnote anchor in your document.,0
498,inserting and editing footnotes or endnotes,to edit a footnote or endnote,"to edit the numbering properties of a footnote or endnote anchor, click in front of the anchor, and choose edit - footnoteendnote . <st> to change the formatting that libreoffice applies to footnotes and endnotes, choose tools - footnotes and endnotes . <st> to edit the properties of the text area for footnotes or endnotes, choose format - page , and then click the footnote tab. <st> to remove a footnote, delete the footnote anchor in the text.","to jump from the footnote or endnote text to the note anchor in the text, press pageup.",0
499,inserting and editing footnotes or endnotes,to insert a footnote or endnote,"click in your document where you want to place the anchor of the note. <st> choose insert - footnote and endnote - footnote or endnote . <st> in the numbering area, select the format that you want to use. if you select character , click the choose button and select the character that you want to use for the footnote. <st> in the type area, select footnote or endnote . <st> click ok . <st> type the note.",footnotes reference more information about a topic at the bottom of a page and endnotes reference information at the end of the document. libreoffice automatically numbers the footnotes and endnotes.,1
500,converting text characters into drawing objects,to convert text into a drawing object:,"select the text that you want to convert, and do one of the following: in libreoffice draw, choose modify - convert - to curve . in libreoffice impress, right-click the border of the text object, and then choose convert - to curve . <st> if your text contains more than one character, the converted text becomes a grouped object. double-click the group to edit individual objects. press esc when finished. <st> now, click the points icon on the drawing bar. click the object. you can see all the bézier points of the object. on the edit points bar, you can find various icons for editing, inserting and deleting points.","you can convert text characters into curves that you can edit and resize as you would any drawing object. once you convert text into a drawing object, you can no longer edit the content of the text.",1
501,inserting sections,to insert a new section,"click in your document where you want to insert a new section, or select the text that you want to convert to a section. if you select a text that occurs within a paragraph, the text is automatically converted into a new paragraph. <st> choose insert - section . <st> in the new section box, type a name for the section. <st> set the options for the section, and then click insert .","you can insert new sections, or links to sections in other documents into the current document. if you insert a section as a link, the content of the link changes when you modify the source document.",1
502,inserting sections,to insert a section as a link,"click in your document where you want to insert the linked section. <st> choose insert - section . <st> in the new section box, type a name for the section. <st> in the link area, select the link check box. under windows, you can also select the dde check box to automatically update the contents of the section when the section in the source document is changed. setsystemspan(""swlnidm45000900767248""); <st> click the browse button next to the file name box. <st> locate the document containing the section that you want to link to, and then click insert . <st> in the section box, select the section that you want to insert. <st> click insert .","you can also insert linked sections in html documents. when you view the page in a web browser, the content of the sections corresponds to the content of the sections at the time the html document was last saved.",1
503,fontwork for graphical text art,to edit a fontwork object,fontwork gallery - adds another fontwork object <st> fontwork shape - edits the shape <st> fontwork same letter heights - changes the height of characters <st> fontwork alignment - aligns the text <st> fontwork character spacing - changes the character spacing and kerning,the following icons are available:,0
504,fontwork for graphical text art,to create a fontwork object,"if you don't see the drawing toolbar or the fontwork toolbar, choose view - toolbars to enable the toolbar. <st> on the drawing toolbar or on the fontwork toolbar, click the fontwork gallery icon. <st> in the fontwork gallery dialog, select a fontwork style and click ok. the fontwork object is inserted into your document. fontwork objects are custom shapes. using the 3d settings toolbar, you can switch the view at any time from 2d to 3d and back. <st> double-click the object to enter text edit mode. <st> replace the default fontwork text with your own text. <st> press esc to exit text edit mode.",you can use fontwork to create graphical text art objects.,1
505,fontwork for graphical text art,to edit a fontwork object,"click the fontwork object. if the fontwork object is inserted in the background, hold down the ctrl key while you click. the fontwork toolbar is displayed. if you do not see the fontwork toolbar, choose view - toolbars - fontwork . <st> click an icon in the fontwork toolbar. the following icons are available:",press esc to exit text edit mode.,1
506,fontwork for graphical text art,to edit more fontwork attributes,"click the fontwork object. if the fontwork object is inserted in the background, hold down the ctrl key while you click. <st> select the properties from the drawing object properties toolbar. you can change the line width, line color, fill color, fill style, and more.",fontwork character spacing - changes the character spacing and kerning,1
507,moving objects,moving objects,the arrow keys let you move objects more precisely than with the mouse.,"you can move selected objects in your slide by dragging them, using the arrow keys, or by copying the objects and pasting them in another location.",0
508,automatically check spelling,to check spelling automatically while you type,"choose tools - automatic spell checking . <st> right-click a word with a red wavy underline, and then choose a suggested replacement word from the list, or from the autocorrect submenu.",you can have libreoffice automatically check spelling while you type and underline possible misspelt words with a red wavy line.,1
509,automatically check spelling,to exclude words from the spellcheck,"select the words that you want to exclude. <st> click the language control on the status bar to open a menu. <st> choose ""none (do not check spelling)"".",add,1
510,changing the outline level of numbered and bulleted lists,changing the outline level of numbered and bulleted lists,"to move a numbered or bulleted paragraph down one outline level, click at the beginning of the paragraph, and then press tab. <st> to move a numbered or bulleted paragraph up one outline level, click at the beginning of the paragraph, and then press shift+tab. <st> to insert a tab between the number or bullet and the paragraph text, click at the beginning of the paragraph, and then press command ctrl setsystemspan(""swlnidm45325997506480""); +tab.",,0
511,updating styles from selections,updating styles from selections,"choose view - styles . <st> click the icon of the style category that you want to update. <st> in the document, click from where you want to copy the updated style. for example, click a paragraph to which you applied some manual formatting that you want to copy now. <st> in the styles window, click the style that you want to update. <st> click the arrow next to the new style from selection icon and choose update style from the submenu.",,1
512,changing the case of text,to capitalize text,"select the text that you want to capitalize. <st> do one of the following: choose format - text - uppercase . choose format - character , click the font effects tab, then select the type of capitalization in the effects box. ""capitals"" capitalizes all letters. ""title"" capitalizes the first letter of each word. ""small capitals"" capitalizes all letters, but in a reduced font size.",,1
513,changing the case of text,to change text to lowercase,"select the text that you want to change to lowercase. <st> do one of the following: choose format - text - lowercase . choose format - character , click the font effects tab, then select ""lowercase"" in the effects box.",format - character,1
514,adding bullets,to add bullets,"select the paragraph(s) that you want to add bullets to. <st> on the formatting bar, click the bullets onoff icon .",,1
515,moving objects to a different layer,moving objects to a different layer,click and hold the object until its edges flash. <st> drag the object to the name tab of the layer you want to move it to. <st> release the object.,drawings in libreoffice draw support layers.,1
516,creating controls in the dialog editor,creating controls in the dialog editor,"to open the toolbox , click the arrow next to the insert controls icon on the macro toolbar. <st> click a tool on the toolbar, for example, button . <st> on the dialog, drag the button to the size you want.",toolbox,1
517,formatting an index or a table of contents,to apply a different paragraph style to an index level,"right-click in the index or table of contents, and then choose edit index or table of contents . <st> click the styles tab. <st> click an index level in the levels list. <st> click the style that you want to apply in the paragraph style list. <st> click the assign button < . <st> click ok .",insert index,1
518,formatting an index or a table of contents,to assign hyperlinks to entries in a table of contents,"right-click in the table of contents, and then choose edit index or table of contents . <st> click the entries tab. <st> in the level list click the heading level that you want to assign hyperlinks to. <st> in the structure area, click in the box in front of e , and then click hyperlink . <st> click in the box behind the e , and then click hyperlink . <st> repeat for each heading level that you want to create hyperlinks for, or click the all button to apply the formatting to all levels.",you can assign a cross-reference as a hyperlink to entries in a table of contents.,1
519,defining line styles,defining line styles,"select a line drawing object in a document. <st> choose format - drawing object - graphic - setapplspan(""swlnidm45347999085984""); line and click the line styles tab. <st> specify the line options that you want. to specify the length of the line as a percentage of the line width, select fit to line width . <st> click add . <st> enter a name for the line style and click ok . to save the line style in a custom line style list, click the save line styles icon. <st> click close to close the dialog.",,1
520,previewing a page before printing,previewing a page before printing,"choose file - print preview . <st> use the zoom icons on the print preview bar to reduce or enlarge the view of the page. to print your document scaled down, set the print options on the page layout tab page of the file - print dialog. <st> use the arrow keys or the arrow icons on the print preview bar to scroll through the document.",,1
521,combining numbered lists,to combine consecutive numbered lists,"select all of the paragraphs in the lists. <st> on the formatting bar, click the numbering onoff icon twice.",you can combine numbered lists into a single consecutively numbered list.,1
522,combining numbered lists,to create a numbered list from non-consecutive paragraphs:,"hold down ctrl and drag a selection in the first numbered paragraph. you only have to select one character. <st> continue to hold down ctrl, and drag a selection in each numbered paragraph of the lists you want to combine. <st> on the formatting bar, click the numbering onoff icon twice.",numbering onoff,1
523,assembling 3d objects,to combine 3d objects:,"insert a 3d object from the 3d objects toolbar (for example, a cube). <st> insert a second slightly larger 3d object (for example, a sphere). <st> select the second 3d object (sphere) and choose edit - cut . <st> double-click the first object (cube) to enter its group. <st> choose edit - paste . both objects are now part of the same group. if you want, you can edit the individual objects or change their position within the group. <st> double-click outside the group to exit the group.",3d objects that each form a 3d scene can be combined into a single 3d scene.,1
524,renaming sheets,renaming sheets,colon : <st> back slash \ <st> forward slash  <st> question mark ? <st> asterisk  <st> left square bracket  <st> right square bracket  <st> single quote ' as the first or last character of the name,"sheet names can contain almost any character. some naming restrictions apply, the following characters are not allowed in sheet names:",0
525,renaming sheets,renaming sheets,"click on the sheet tab to select it. <st> open the context menu of the sheet tab and choose the rename sheet command. a dialog box appears where you can enter a new name. <st> enter a new name for the sheet and click ok . <st> alternatively, hold down the option key alt key setsystemspan(""swlnidm46025598316848""); and click on any sheet name and enter the new name directly. the availability of this function depends on your x window manager.",setting sheet names is an important feature to produce readable and understandable spreadsheets documents. to rename a sheet in your document:,1
526,making text superscript or subscript,making text superscript or subscript,"choose format - character - position , and then select superscript or subscript . <st> press command ctrl setsystemspan(""swlnidm45860429561808""); +shift+p to make the text superscript, and command ctrl setsystemspan(""swlnidm45860429560560""); +shift+b to make the text subscript.",do one of the following:,0
527,making text superscript or subscript,making text superscript or subscript,"select the text that you want to make superscript or subscript. <st> do one of the following: choose format - character - position , and then select superscript or subscript . press command ctrl setsystemspan(""swlnidm45860429561808""); +shift+p to make the text superscript, and command ctrl setsystemspan(""swlnidm45860429560560""); +shift+b to make the text subscript.",,1
528,editing or deleting index and table entries,editing or deleting index and table entries,"to change the entry, enter different text in the entry box. <st> to remove the entry, click delete .",edit - reference - index entry...,0
529,editing or deleting index and table entries,editing or deleting index and table entries,"place the cursor immediately in front of the index entry in your document. <st> choose edit - reference - index entry... , and do one of the following: to change the entry, enter different text in the entry box. to remove the entry, click delete .",field shadings,1
530,validity of cell contents,using cell contents validity,"on the input help tab page, enter the title and the text of the tip, which will then be displayed if the cell is selected. <st> on the error alert tab page, select the action to be carried out in the event of an error. if you select ""stop"" as the action, invalid entries are not accepted, and the previous cell contents are retained. select ""warning"" or ""information"" to display a dialog in which the entry can either be canceled or accepted. if you select ""macro"", then by using the browse button you can specify a macro to be run in the event of an error.","after you have determined the conditions for cell validity, you can use the other two tab pages to create message boxes:",0
531,validity of cell contents,using cell contents validity,"select the cells for which you want to define a new validity rule. <st> choose data - validity . <st> on the criteria tab page, enter the conditions for new values entered into cells. <st> in the allow field, select an option. <st> if you select ""whole numbers"", values such as ""12.5"" are not allowed. choosing ""date"" allows date information both in the local date format as well as in the form of a serial date . similarly, the ""time"" condition permits time values such as ""12:00"" or serial time numbers. ""text length"" stipulates that cells are allowed to contain text only. select ""list"" to enter a list of valid entries. <st> select the next condition under data . according to what you choose, additional options will be selectable.",,1
532,consolidating data,additional settings,"select link to source data to insert the formulas that generate the results in the target range, rather than the actual results. if you link the data, any values modified in the source range are automatically updated in the target range. the corresponding cell references in the target range are inserted in consecutive rows, which are automatically ordered and then hidden from view. only the final result, based on the selected function, is displayed.",consolidate,0
533,consolidating data,additional settings,"under consolidate by , select either row labels or column labels if the cells of the source data range are not to be consolidated corresponding to the identical position of the cell in the range, but instead according to a matching row label or column label. to consolidate by row labels or column labels, the label must be contained in the selected source ranges. the text in the labels must be identical, so that rows or columns can be accurately matched. if the row or column label does not match any that exist in the target range, it will be appended as a new row or column.","the corresponding cell references in the target range are inserted in consecutive rows, which are automatically ordered and then hidden from view. only the final result, based on the selected function, is displayed.",0
534,consolidating data,to combine cell contents,"open the document that contains the cell ranges to be consolidated. <st> choose data - consolidate to open the consolidate dialog. <st> from the source data area box select a source cell range to consolidate with other areas. if the range is not named, click in the field next to the source data area . a blinking text cursor appears. type a reference for the first source data range or select the range with the mouse. <st> click add to insert the selected range in the consolidation areas field. <st> select additional ranges and click add after each selection. <st> specify where you want to display the result by selecting a target range from the copy results to box. if the target range is not named, click in the field next to copy results to and enter the reference of the target range. alternatively, you can select the range using the mouse or position the cursor in the top left cell of the target range. <st> select a function from the function box. the function specifies how the values of the consolidation ranges are linked. the ""sum"" function is the default setting. <st> click ok to consolidate the ranges.","during consolidation, the contents of the cells from several sheets will be combined in one place.",1
535,inserting pictures,inserting pictures,"choose insert - image . <st> locate the image you want to insert. select the link check box to insert only a link to the image. if you want to see the image before you insert it, select preview . after you insert a linked image, do not change the name of the source image or move the source image to another directory. <st> click open to insert the image.",,1
536,importing and exporting dbase files,to import a dbase file into a spreadsheet,"choose file - open . <st> locate the .dbf file that you want to import. <st> click open . the import dbase files dialog opens. <st> click ok . the dbase file opens as a new calc spreadsheet. if you want to save the spreadsheet as a dbase file, do not alter or delete the first row in the imported file. this row contains information that is required by a dbase database.","you can open and save data in the dbase file format (.dbf file extension) in libreoffice base or a spreadsheet. in libreoffice base, a dbase database is a folder that contains files with the .dbf file extension. each file corresponds to a table in the database. formulas and formatting are lost when you open and save a dbase file from libreoffice.",1
537,importing and exporting dbase files,to import a dbase file into a database table,"choose file - new - database . <st> in the file name box of the save as dialog, enter a name for the database. <st> click save . <st> in the database type box of the database properties dialog, select ""dbase"". <st> click next . <st> click browse . <st> locate the directory that contains the dbase file, and click ok . <st> click create .",a libreoffice base database table is actually a link to an existing database.,1
