,Page_title,Subtitle,Lists,Context,List_tags
371,Get the most out of your laptop battery,More Information,"Power & battery — Battery status , suspend , screen dimming …",More Information,0
372,Set screen blanking time,More Information,"Display & screen — Background , size and rotation ,
      brightness… <st> Power saving settings <st> Screen problems — 
      Troubleshoot screen and graphics problems.",More Information,0
373,Set screen blanking time,See Also,The screen locks itself too quickly — Change how long to wait before locking the screen in the Privacy settings. <st> Why does my screen go dim after a while? — The screen will dim when the computer is idle in order to save power.,See Also,0
374,Set screen blanking time,To set the screen blanking time:,"Open the Activities overview and start typing Power . <st> Click Power to open the panel. <st> Use the Blank screen drop-down list under Power
      Saving to set the time until the screen blanks, or disable the blanking
      completely.",To set the screen blanking time:,1
375,Add an account,More Information,"Online accounts — Add an online account , Remove an account , Learn about services …",More Information,0
376,Add an account,Add an account,"Open the Activities overview and
      start typing Online Accounts . <st> Click on Online Accounts to open the panel. <st> Select an account from the list on the right. <st> Select the type of account which you want to add. <st> A small website window or dialog will open where you can enter your
      online account credentials. For example, if you are setting up a Google
      account, enter your Google username and password. Some providers allow
      you to create a new account from the login dialog. <st> If you have entered your credentials correctly, you will be prompted
      to allow GNOME access to your online account. Authorize access to
      continue. <st> All services that are offered by an account provider will be enabled
      by default. Switch individual services to OFF to disable them.","Adding an account will help link your online accounts with your GNOME
  desktop. Thus, your email program, chat program and other related
  applications will be set up for you.",1
377,Mouse reacts with delay before it starts working,More Information,Common mouse problems,More Information,0
378,The screen locks itself too quickly,More Information,"Display & screen — Background , size and rotation ,
      brightness… <st> Screen problems — 
      Troubleshoot screen and graphics problems.",More Information,0
379,The screen locks itself too quickly,See Also,"Automatically lock your screen — Prevent other people from using your desktop when you
    go away from your computer. <st> Lock the screen <st> Set screen blanking time — Change the screen blanking time to save power.",See Also,0
380,The screen locks itself too quickly,The screen locks itself too quickly,"Open the Activities overview and
      start typing Privacy . <st> Click on Privacy to open the panel. <st> Press on Screen Lock . <st> If Automatic Screen Lock is on, you can change the value
      in the Lock screen after blank for drop-down list.",To wait a longer period before the screen is automatically locked:,1
381,Views preferences in Files,More Information,File manager preferences — View and set preferences for the file browser.,More Information,0
382,Change the date and time,More Information,"Date & time — Set date and time , world clocks , timezone , calendar and appointments …",More Information,0
383,Change the date and time,Change the date and time,"Open the Activities overview and start typing Date & Time . <st> Click on Date & Time to open the panel. <st> If you have Automatic Date & Time set to ON ,
      your date and time should update automatically if you have an internet
      connection. To update your date and time manually, set this to OFF . <st> Click Date & Time , then adjust the time and date. <st> You can change how the hour is displayed by selecting 24-hour or AM/PM for Time Format .","If the date and time displayed on the top bar are incorrect or in the
  wrong format, you can change them:",1
384,Send files to a Bluetooth device,More Information,"Bluetooth — Connect , send files , turn on and off … <st> Sharing — Desktop sharing , Share files by email , Media sharing …",More Information,0
385,Send files to a Bluetooth device,See Also,"Share files by email — Easily transfer files to your email contacts from the file
    manager.",See Also,0
386,Send files to a Bluetooth device,Send files to a Bluetooth device,"Open the Activities overview and
      start typing Bluetooth . <st> Click on Bluetooth to open the panel. <st> Make sure Bluetooth is enabled: the switch in the titlebar should be
      set to ON . <st> In the Devices list, select the device to which to send the
      files. If the desired device is not shown as Connected in the
      list, you need to connect to it. A panel specific to the external device appears. <st> Click Send Files… and the file chooser will appear. <st> Choose the file you want to send and click Select . To send more than one file in a folder, hold down Ctrl as
      you select each file. <st> The owner of the receiving device usually has to press a button to
      accept the file. The Bluetooth File Transfer dialog will show
      the progress bar. Click Close when the transfer is
      complete.","You can send files to connected Bluetooth devices, such as some mobile
  phones or other computers. Some types of devices do not allow the transfer
  of files, or specific types of files. You can send files using the Bluetooth
  settings window.",1
387,"I’ve entered the correct password, but I still can’t connect","I’ve entered the correct password, but I still can’t connect","Double-check that you have the correct password Passwords are case-sensitive (it matters whether they have capital or lower-case letters), so check that you didn’t get the case of one of the letters wrong. <st> Try the hex or ASCII pass key The password you enter can also be represented in a different way — as a string of characters in hexadecimal (numbers 0-9 and letters a-f) called a pass key. Each password has an equivalent pass key. If you have access to the pass key as well as the password/passphrase, try typing the pass key instead. Make sure you select the correct wireless security option when asked for your password (for example, select WEP 40/128-bit Key if you’re typing the 40-character pass key for a WEP-encrypted connection). <st> Try turning your wireless card off and then on again Sometimes wireless cards get stuck or experience a minor problem that means they won’t connect. Try turning the card off and then on again to reset it — see Wireless network troubleshooter for more information. <st> Check that you’re using the correct type of wireless security When prompted for your wireless security password, you can choose which type of wireless security to use. Make sure you choose the one that is used by the router or wireless base station. This should be selected by default, but sometimes it will not be for some reason. If you don’t know which one it is, use trial and error to go through the different options. <st> Check that your wireless card is properly supported Some wireless cards aren’t supported very well. They show up as a wireless connection, but they can’t connect to a network because their drivers lack the ability to do this. See if you can get an alternative wireless driver, or if you need to perform some extra set-up (like installing a different firmware ). See Wireless network troubleshooter for more information.",wireless password,0
388,"I’ve entered the correct password, but I still can’t connect",More Information,"Wireless Networking — Connect to wifi , Hidden networks , Disconnecting …",More Information,0
389,Use your mouse left-handed,More Information,"Mouse — Left-handed , speed and sensitivity , touchpad clicking and scrolling …",More Information,0
390,Use your mouse left-handed,Use your mouse left-handed,"Open the Activities overview and
      start typing Mouse & Touchpad . <st> Click on Mouse & Touchpad to open the panel. <st> In the General section, switch Primary button to Right .","You can swap the behavior of the left and right buttons on your
  mouse or touchpad to make it more comfortable for left-handed use.",1
391,Remove an account,More Information,"Online accounts — Add an online account , Remove an account , Learn about services …",More Information,0
392,Remove an account,See Also,"Control which online services an account can be used to access — Some online accounts can be used to access multiple services (like
    calendar and email). You can control which of these services can be used by
    applications.",See Also,0
393,Remove an account,Remove an account,"Open the Activities overview and
      start typing Online Accounts . <st> Click on Online Accounts to open the panel. <st> Select the account which you wish to remove. <st> Click the - button in the lower-left corner of the
      window. <st> Click Remove in the confirmation dialog.","How to revoke the authorization depends on the service provider. Check
    your settings on the provider’s website for authorized or connected apps
    or sites. Look for an app called “GNOME” and remove it.",1
394,Why does my computer not turn back on after I suspended it?,More Information,"Power problems — Troubleshoot problems with power and batteries. <st> Screen problems — 
      Troubleshoot screen and graphics problems.",More Information,0
395,Why does my computer not turn back on after I suspended it?,See Also,"I have no wireless network when I wake up my computer — Some wireless devices have problems handling when your computer is
    suspended and does not resume properly. <st> What happens when I suspend my computer? — Suspend sends your computer to sleep so it uses less power. <st> What is a driver? — A hardware/device driver allows your computer to use devices that are
    attached to it. <st> Why does my computer turn off when I close the lid? — Laptops go to sleep when you close the lid, in order to save
    power.",See Also,0
396,Switch between workspaces,Using the keyboard:,"Press Super + Page Up or Ctrl + Alt + Up to move to
    the workspace shown above the current workspace in the workspace selector. <st> Press Super + Page Down or Ctrl + Alt + Down to move to the
    workspace shown below the current workspace in the workspace selector.",Using the keyboard:,0
397,Switch between workspaces,More Information,Working with workspaces,More Information,0
398,Switch between workspaces,See Also,"What is a workspace, and how will it help me? — Workspaces are a way of grouping windows on your desktop.",See Also,0
399,Switch between workspaces,Using the mouse:,"Open the Activities overview. <st> Click on a workspace in the workspace
  selector on the right side of the screen to view the open windows on
  that workspace. <st> Click on any window thumbnail to activate the workspace.",Using the mouse:,1
400,My computer will not turn on,More Information,"Power problems — Troubleshoot problems with power and batteries. <st> Screen problems — 
      Troubleshoot screen and graphics problems.",More Information,0
401,"
    Create fun photos and videos with your webcam
  ",More Information,Videos,More Information,0
402,Print a booklet,More Information,Different paper sizes and layouts,More Information,0
403,Print a booklet,Print a booklet,"Create a LibreOffice document with the number (1-3) of
      blank pages needed. <st> Export the blank pages to a PDF by choosing File ▸ Export as PDF… . <st> Merge the blank pages with your PDF document using PDF-Shuffler or PDF Mod , placing the blank pages at
      the end.","If the number of pages in your PDF document is not a multiple of 4, you
  should add the appropriate number of blank pages (1,2 or 3) to make it a
  multiple of 4. To do so, you can:",1
404,Print only certain pages,More Information,Different paper sizes and layouts,More Information,0
405,Print only certain pages,Print only certain pages,"Open the print dialog by pressing Ctrl + P . <st> In the General tab, choose Pages from the Range section. <st> Type the numbers of the pages you want to print in the text box,
    separated by commas. Use a dash to denote a range of pages.",To only print certain pages from the document:,1
406,Set the default printer,More Information,Set up a printer,More Information,0
407,Set the default printer,See Also,"How do administrative privileges work? — You need administrative privileges to change important parts of your
    system. <st> Set up a local printer — Set up a printer that is connected to your computer.",See Also,0
408,Set the default printer,Set the default printer,"Open the Activities overview and
      start typing Printers . <st> Click Printers . <st> Select your desired default printer from the list of available
      printers. <st> Click the Unlock button in the top-right corner and enter
      your password. <st> Select the Default printer checkbox.",administrative privileges,1
409,Connect your computer to a Bluetooth device,More Information,"Bluetooth — Connect , send files , turn on and off …",More Information,0
410,Connect your computer to a Bluetooth device,See Also,Control sharing over Bluetooth — Allow files to be uploaded to your computer over Bluetooth. <st> Disconnect a Bluetooth device — Remove a device from the list of Bluetooth devices.,See Also,0
411,Connect your computer to a Bluetooth device,Connect your computer to a Bluetooth device,"Open the Activities overview and
      start typing Bluetooth . <st> Click on Bluetooth to open the panel. <st> Make sure Bluetooth is enabled: the switch at the top should be set to ON . With the panel open and the switch ON , your
      computer will begin searching for devices. <st> Make the other Bluetooth device discoverable or visible and
      place it within 5-10 meters (about 16-33 feet) of your computer. <st> Click the device in the Devices list. The panel for the
      device will open. <st> If required, confirm the PIN on your other device. The device should
      show you the PIN you see on your computer screen. Confirm the PIN on the
      device (you may need to click Pair or Confirm ),
      then click Confirm on the computer. You need to finish your entry within about 20 seconds on most devices,
      or the connection will not be completed. If that happens, return to the
      device list and start again. <st> The entry for the device in the Devices list will show a Connected status. <st> To edit the device, click on it in the Device list. You
      will see a panel specific to the device. It may display additional
      options applicable to the type of device to which you are connecting. <st> Close the panel once you have changed the settings.",pairing,1
412,Use less power and improve battery life,General tips,"Suspend your computer when you
    are not using it. This significantly reduces the amount of power it uses,
    and it can be woken up very quickly. <st> Turn off the computer when you
    will not be using it for longer periods. Some people worry that turning off
    a computer regularly may cause it to wear out faster, but this is not the
    case. <st> Use the Power panel in Settings to change your
    power settings. There are a number of options that will help to save power:
    you can automatically blank the screen after a certain time, reduce the screen
    brightness , and have the computer automatically suspend if you have not
    used it for a certain period of time. <st> Turn off any external devices (like printers and scanners) when you are
    not using them.",General tips,0
413,Use less power and improve battery life,"Laptops, netbooks, and other devices with batteries","Reduce the screen
     brightness . Powering the screen accounts for a significant fraction
     of a laptop power consumption. Most laptops have buttons on the keyboard (or a keyboard shortcut) that
     you can use to reduce the brightness. <st> If you do not need an Internet connection for a little while, turn off
     the wireless or Bluetooth cards. These devices work by broadcasting radio
     waves, which takes quite a bit of power. Some computers have a physical switch that can be used to turn it off,
     whereas others have a keyboard shortcut that you can use instead. You can
     turn it on again when you need it.","Laptops, netbooks, and other devices with batteries",0
414,Use less power and improve battery life,More advanced tips,"Reduce the number of tasks that are running in the background.
     Computers use more power when they have more work to do. Most of your running applications do very little when you are not
     actively using them. However, applications that frequently grab data from
     the internet or play music or movies can impact your power consumption.",More advanced tips,0
415,Use less power and improve battery life,More Information,"Power & battery — Battery status , suspend , screen dimming …",More Information,0
416,Use less power and improve battery life,See Also,"Check the battery status — Display the status of the battery and connected devices. <st> Power off or restart <st> Set screen brightness — Change the screen brightness to make it more readable in bright
    light. <st> Suspend <st> Switch off unused wireless technologies — Bluetooth, wi-fi and mobile broadband can be switched off to reduce battery use. <st> What happens when I suspend my computer? — Suspend sends your computer to sleep so it uses less power. <st> Why do I have less battery life than I did on Windows/Mac OS? — Tweaks from the manufacturer and differing battery life estimates may
    be the cause of this problem. <st> Why does my screen go dim after a while? — The screen will dim when the computer is idle in order to save power.",See Also,0
417,I have no wireless network when I wake up my computer,More Information,Power problems — Troubleshoot problems with power and batteries.,More Information,0
418,I have no wireless network when I wake up my computer,See Also,"What is a driver? — A hardware/device driver allows your computer to use devices that are
    attached to it. <st> Why does my computer not turn back on after I suspended it? — Some computer hardware causes problems with suspend.",See Also,0
419,I have no wireless network when I wake up my computer,I have no wireless network when I wake up my computer,"Open the Activities overview and
      start typing Network . <st> Click on Network to open the panel. <st> Select Wi-Fi . <st> Switch the wireless OFF and then ON again. <st> If the wireless still does not work, switch ON the Airplane Mode and then switch it OFF again.","If this happens, try switching your wireless off and then back on
  again:",1
420,Other people can’t play the videos I made,Other people can’t play the videos I made,"Open Files from the Activities overview. <st> Right-click on the video file and select Properties . <st> Go to the Audio/Video or Video tab and look at
      which Codec are listed under Video and Audio (if the video also has audio).",codecs,0
421,Other people can’t play the videos I made,More Information,Videos,More Information,0
422,What color measuring instruments are supported?,What color measuring instruments are supported?,"Gretag-Macbeth i1 Pro (spectrometer) <st> Gretag-Macbeth i1 Monitor (spectrometer) <st> Gretag-Macbeth i1 Display 1, 2 or LT (colorimeter) <st> X-Rite i1 Display Pro (colorimeter) <st> X-Rite ColorMunki Design or Photo (spectrometer) <st> X-Rite ColorMunki Create (colorimeter) <st> X-Rite ColorMunki Display (colorimeter) <st> Pantone Huey (colorimeter) <st> MonacoOPTIX (colorimeter) <st> ColorVision Spyder 2 and 3 (colorimeter) <st> Colorimètre HCFR (colorimeter)","
    GNOME relies on the Argyll color management system to support
    color instruments. Thus the following display measuring instruments
    are supported:
  ",0
423,What color measuring instruments are supported?,What color measuring instruments are supported?,X-Rite DTP20 “Pulse” (“swipe” type reflective spectrometer) <st> X-Rite DTP22 Digital Swatchbook (spot type reflective spectrometer) <st> X-Rite DTP41 (spot and strip reading reflective spectrometer) <st> X-Rite DTP41T (spot and strip reading reflective spectrometer) <st> X-Rite DTP51 (spot reading reflective spectrometer),"
    Thanks to Argyll there’s also a number of spot and strip reading
    reflective spectrometers supported to help you calibrating and
    characterizing your printers:
  ",0
424,What color measuring instruments are supported?,More Information,Calibration,More Information,0
425,"What is a workspace, and how will it help me?","What is a workspace, and how will it help me?","In the Activities overview, move your cursor
    to the right-most side of the screen. <st> A vertical panel will appear showing
    workspaces in use, plus an empty workspace. This is the
    workspace selector. <st> To add a workspace, drag and drop a window from an existing workspace
    onto the empty workspace in the workspace selector. This workspace now
    contains the window you have dropped,
    and a new empty workspace will appear below it. <st> To remove a workspace, simply close all of its windows or move them to
    other workspaces.",Using workspaces:,0
426,"What is a workspace, and how will it help me?",More Information,Working with workspaces,More Information,0
427,"What is a workspace, and how will it help me?",See Also,"Move a window to a different workspace — Go to the Activities overview and drag the window to a
    different workspace. <st> Switch between workspaces — Use the workspace selector.",See Also,0
428,Clearing a paper jam,More Information,"Printer problems — Undetected printers, paper jams, print-outs that look wrong…",More Information,0
429,Manage volumes and partitions,More Information,"Disks & storage — Disk space , performance , problems , volumes and partitions …",More Information,0
430,Manage volumes and partitions,View and manage volumes and partitions using the disk utility,"Open the Activities overview and start Disks . <st> In the list of storage devices on the left, you will find hard disks,
    CD/DVD drives, and other physical devices. Click the device you want to
    inspect. <st> The right pane provides a visual breakdown of the volumes and
    partitions present on the selected device. It also contains a variety of
    tools used to manage these volumes. Be careful: it is possible to completely erase the data on your disk with
    these utilities.","You can check and modify your computer’s storage volumes with the disk
 utility.",1
431,Change your login screen photo,Change your login screen photo,"If you would rather use a picture you already have on your
          computer, click Browse for more pictures… . <st> If you have a webcam, you can take a new login photo right now by
          clicking Take a photo… . Take your
          picture, then move and resize the square outline to crop out the
          parts you do not want. If you do not like the picture you took, click Take Another Picture to try again, or Cancel to give up.","Click the picture next to your name. A drop-down gallery will be shown
      with some stock login photos. If you like one of them, click it to use it
      for yourself.",0
432,Change your login screen photo,More Information,Manage user accounts,More Information,0
433,Change your login screen photo,See Also,"How do administrative privileges work? — You need administrative privileges to change important parts of your
    system.",See Also,0
434,Change your login screen photo,Change your login screen photo,"Open the Activities overview and
      start typing Users . <st> Click Users to open the panel. <st> If you want to edit a user other than yourself, press Unlock in the top right corner and type in your
      password when prompted. <st> Click the picture next to your name. A drop-down gallery will be shown
      with some stock login photos. If you like one of them, click it to use it
      for yourself. If you would rather use a picture you already have on your
          computer, click Browse for more pictures… . If you have a webcam, you can take a new login photo right now by
          clicking Take a photo… . Take your
          picture, then move and resize the square outline to crop out the
          parts you do not want. If you do not like the picture you took, click Take Another Picture to try again, or Cancel to give up. <st> If you would rather use a picture you already have on your
          computer, click Browse for more pictures… . <st> If you have a webcam, you can take a new login photo right now by
          clicking Take a photo… . Take your
          picture, then move and resize the square outline to crop out the
          parts you do not want. If you do not like the picture you took, click Take Another Picture to try again, or Cancel to give up.",administrator privileges,1
435,Log in with a fingerprint,More Information,"Fingerprints & smart cards — Fingerprint readers ,

    smart cards…",More Information,0
436,Log in with a fingerprint,Record a fingerprint,"Open the Activities overview and
      start typing Users . <st> Click on Users to open the panel. <st> Press on Disabled , next to Fingerprint Login to
      add a fingerprint for the selected account. If you are adding the
      fingerprint for a different user, you will first need to Unlock the panel. <st> Select the finger that you want to use for the fingerprint, then Next . <st> Follow the instructions in the dialog and swipe your finger at a moderate speed over your fingerprint reader. Once the computer
      has a good record of your fingerprint, you will see a Done! message. <st> Select Next . You will see a confirmation message that
      your fingerprint was saved successfully. Select Close to
      finish.",administrator privileges,1
437,Log in with a fingerprint,Check that your fingerprint works,"Save any open work, and then log
      out . <st> At the login screen, select your name from the list. The password
      entry form will appear. <st> Instead of typing your password, you should be able to swipe your
      finger on the fingerprint reader.","Now check that your new fingerprint login works. If you register a
  fingerprint, you still have the option to log in with your password.",1
438,I cannot connect my Bluetooth device,More Information,Bluetooth problems,More Information,0
439,I cannot connect my Bluetooth device,See Also,"What is a driver? — A hardware/device driver allows your computer to use devices that are
    attached to it.",See Also,0
440,Wireless network troubleshooter,Wireless network troubleshooter,Performing an initial check <st> Gathering information about your hardware <st> Checking your hardware <st> Attempting to create a connection to your wireless router <st> Performing a check of your modem and router,"We will proceed through the following steps to get your computer connected
  to the internet:",0
441,Wireless network troubleshooter,More Information,"Hardware problems <st> Wireless Networking — Connect to wifi , Hidden networks , Disconnecting …",More Information,0
442,Wireless network troubleshooter,See Also,Connect to a wireless network — Get on the internet — wirelessly.,See Also,0
443,Where to store your backup,Local and remote storage options,"USB memory key (low capacity) <st> Internal disk drive (high capacity) <st> External hard disk (typically high capacity) <st> Network-connected drive (high capacity) <st> File/backup server (high capacity) <st> Writable CDs or DVDs (low/medium capacity) <st> Online backup service
     ( Amazon S3 , for example;
     capacity depends on price)",Local and remote storage options,0
444,Where to store your backup,More Information,"Back up your important files — Why, what, where and how of backups.",More Information,0
445,Set up automatic suspend,More Information,Power saving settings,More Information,0
446,Set up automatic suspend,See Also,Suspend <st> What happens when I suspend my computer? — Suspend sends your computer to sleep so it uses less power.,See Also,0
447,Set up automatic suspend,Set up automatic suspend,"Open the Activities overview and start typing Power . <st> Click Power to open the panel. <st> In the Suspend & Power Button section, click Automatic suspend . <st> Choose On Battery Power or Plugged In , set the
      switch to ON , and select a Delay . Both options can
      be configured. On a desktop computer, there is one option labeled When Idle .","You can configure your computer to automatically suspend when idle.
  Different intervals can be specified for running on battery or plugged in.",1
448,File manager behavior preferences,Executable text files,Run executable text files when they are opened <st> View executable text files when they are opened <st> Ask each time,"When you open an executable text file, you can select from:",0
449,File manager behavior preferences,See Also,Delete files and folders — Remove files or folders you no longer need.,See Also,0
450,File manager behavior preferences,More Information,File manager preferences — View and set preferences for the file browser.,More Information,0
451,File manager behavior preferences,Executable text files,"Navigate to the desired folder. <st> Select the desired file. <st> Right click on the file to open the context menu and select the desired
    script to execute from the Scripts menu.",Scripts,1
452,Control sharing over Bluetooth,More Information,"Bluetooth — Connect , send files , turn on and off … <st> Sharing — Desktop sharing , Share files by email , Media sharing … <st> Sharing Settings — Bluetooth sharing , Personal file sharing , Screen sharing , Media sharing …",More Information,0
453,Control sharing over Bluetooth,See Also,Connect your computer to a Bluetooth device — Pair Bluetooth devices.,See Also,0
454,Control sharing over Bluetooth,Allow files to be shared into your Downloads folder,"Open the Activities overview and
      start typing Bluetooth . <st> Click on Bluetooth to open the panel. <st> Make sure that Bluetooth is switched on . <st> Bluetooth-enabled devices can send files to your Downloads folder only when the Bluetooth panel is
      open.",Downloads,1
455,Move a window to a different workspace,More Information,Working with workspaces,More Information,0
456,Move a window to a different workspace,See Also,"What is a workspace, and how will it help me? — Workspaces are a way of grouping windows on your desktop.",See Also,0
457,Move a window to a different workspace,Using the mouse:,"Open the Activities overview. <st> Click and drag the window toward the right of the screen. <st> The workspace selector will
      appear. <st> Drop the window onto an empty
      workspace. This workspace now contains the window you have dropped, and a
      new empty workspace appears at the bottom of the workspace
      selector .",Using the mouse:,1
458,Move a window to a different workspace,Using the keyboard:,"Select the window that you want to move (for example, using the Super + Tab window switcher ). <st> Press Super + Shift + Page
      Up to move the window to a workspace which is above the
      current workspace on the workspace selector . Press Super + Shift + Page
      Down to move the window to a workspace which is below the
      current workspace on the workspace selector .",Using the keyboard:,1
459,Commonly-used network ports,More Information,"Keeping safe on the internet — Antivirus software , basic firewalls , firewall ports …",More Information,0
460,Commonly-used network ports,See Also,Enable or block firewall access — You can control which programs can access the network. This helps to keep your computer secure.,See Also,0
